Average time to generate key with 3 bits: 8ms
Average time to generate key with 4 bits: 8ms
Average time to generate key with 5 bits: 7ms
Average time to generate key with 6 bits: 7ms
Average time to generate key with 7 bits: 8ms
Average time to generate key with 8 bits: 9ms
Average time to generate key with 9 bits: 10ms
Average time to generate key with 10 bits: 11ms
Average time to generate key with 11 bits: 12ms
Average time to generate key with 12 bits: 13ms
Average time to generate key with 13 bits: 15ms
Average time to generate key with 14 bits: 16ms
Average time to generate key with 15 bits: 17ms

Average time to encrypt: 528ms and decrypt: 1123 ms for n with 64 bits
Average time to encrypt: 544ms and decrypt: 1188 ms for n with 66 bits
Average time to encrypt: 517ms and decrypt: 1195 ms for n with 68 bits
Average time to encrypt: 850ms and decrypt: 2031 ms for n with 70 bits
Average time to encrypt: 463ms and decrypt: 1162 ms for n with 72 bits
Average time to encrypt: 526ms and decrypt: 1387 ms for n with 74 bits
Average time to encrypt: 550ms and decrypt: 1367 ms for n with 76 bits
Average time to encrypt: 856ms and decrypt: 2341 ms for n with 78 bits
Average time to encrypt: 1187ms and decrypt: 3379 ms for n with 80 bits
Average time to encrypt: 651ms and decrypt: 1753 ms for n with 82 bits
Average time to encrypt: 673ms and decrypt: 2007 ms for n with 84 bits
Average time to encrypt: 706ms and decrypt: 2052 ms for n with 86 bits
Average time to encrypt: 1109ms and decrypt: 3479 ms for n with 88 bits
Average time to encrypt: 1686ms and decrypt: 5235 ms for n with 90 bits
Average time to encrypt: 798ms and decrypt: 2401 ms for n with 92 bits
Average time to encrypt: 799ms and decrypt: 2666 ms for n with 94 bits





REKONSTRUKCIJA BYTE: 19 bajtov, N = 10, K = 3, cas: 90 mikrosekund
RAZBIJANJE BIGINT: 19 bajtov, N = 10, K = 5, cas: 47 mikrosekund
REKONSTRUKCIJA BIGINT: 19 bajtov, N = 10, K = 5, cas: 38 mikrosekund
RAZBIJANJE BYTE: 19 bajtov, N = 10, K = 5, cas: 698 mikrosekund
REKONSTRUKCIJA BYTE: 19 bajtov, N = 10, K = 5, cas: 313 mikrosekund
RAZBIJANJE BIGINT: 19 bajtov, N = 20, K = 3, cas: 62 mikrosekund
REKONSTRUKCIJA BIGINT: 19 bajtov, N = 20, K = 3, cas: 30 mikrosekund
RAZBIJANJE BYTE: 19 bajtov, N = 20, K = 3, cas: 971 mikrosekund
REKONSTRUKCIJA BYTE: 19 bajtov, N = 20, K = 3, cas: 122 mikrosekund
RAZBIJANJE BIGINT: 19 bajtov, N = 20, K = 5, cas: 79 mikrosekund
REKONSTRUKCIJA BIGINT: 19 bajtov, N = 20, K = 5, cas: 36 mikrosekund
RAZBIJANJE BYTE: 19 bajtov, N = 20, K = 5, cas: 1196 mikrosekund
REKONSTRUKCIJA BYTE: 19 bajtov, N = 20, K = 5, cas: 283 mikrosekund
RAZBIJANJE BIGINT: 19 bajtov, N = 20, K = 10, cas: 108 mikrosekund
REKONSTRUKCIJA BIGINT: 19 bajtov, N = 20, K = 10, cas: 88 mikrosekund
RAZBIJANJE BYTE: 19 bajtov, N = 20, K = 10, cas: 1950 mikrosekund
REKONSTRUKCIJA BYTE: 19 bajtov, N = 20, K = 10, cas: 737 mikrosekund
RAZBIJANJE BIGINT: 20 bajtov, N = 10, K = 3, cas: 21 mikrosekund
REKONSTRUKCIJA BIGINT: 20 bajtov, N = 10, K = 3, cas: 12 mikrosekund
RAZBIJANJE BYTE: 20 bajtov, N = 10, K = 3, cas: 334 mikrosekund
REKONSTRUKCIJA BYTE: 20 bajtov, N = 10, K = 3, cas: 88 mikrosekund
RAZBIJANJE BIGINT: 20 bajtov, N = 10, K = 5, cas: 29 mikrosekund
REKONSTRUKCIJA BIGINT: 20 bajtov, N = 10, K = 5, cas: 29 mikrosekund
RAZBIJANJE BYTE: 20 bajtov, N = 10, K = 5, cas: 506 mikrosekund
REKONSTRUKCIJA BYTE: 20 bajtov, N = 10, K = 5, cas: 205 mikrosekund
RAZBIJANJE BIGINT: 20 bajtov, N = 20, K = 3, cas: 38 mikrosekund
REKONSTRUKCIJA BIGINT: 20 bajtov, N = 20, K = 3, cas: 14 mikrosekund
RAZBIJANJE BYTE: 20 bajtov, N = 20, K = 3, cas: 624 mikrosekund
REKONSTRUKCIJA BYTE: 20 bajtov, N = 20, K = 3, cas: 80 mikrosekund
RAZBIJANJE BIGINT: 20 bajtov, N = 20, K = 5, cas: 59 mikrosekund
REKONSTRUKCIJA BIGINT: 20 bajtov, N = 20, K = 5, cas: 28 mikrosekund
RAZBIJANJE BYTE: 20 bajtov, N = 20, K = 5, cas: 1032 mikrosekund
REKONSTRUKCIJA BYTE: 20 bajtov, N = 20, K = 5, cas: 221 mikrosekund
RAZBIJANJE BIGINT: 20 bajtov, N = 20, K = 10, cas: 111 mikrosekund
REKONSTRUKCIJA BIGINT: 20 bajtov, N = 20, K = 10, cas: 98 mikrosekund
RAZBIJANJE BYTE: 20 bajtov, N = 20, K = 10, cas: 2070 mikrosekund
REKONSTRUKCIJA BYTE: 20 bajtov, N = 20, K = 10, cas: 810 mikrosekund
RAZBIJANJE BIGINT: 21 bajtov, N = 10, K = 3, cas: 25 mikrosekund
REKONSTRUKCIJA BIGINT: 21 bajtov, N = 10, K = 3, cas: 16 mikrosekund
RAZBIJANJE BYTE: 21 bajtov, N = 10, K = 3, cas: 406 mikrosekund
REKONSTRUKCIJA BYTE: 21 bajtov, N = 10, K = 3, cas: 98 mikrosekund
RAZBIJANJE BIGINT: 21 bajtov, N = 10, K = 5, cas: 35 mikrosekund
REKONSTRUKCIJA BIGINT: 21 bajtov, N = 10, K = 5, cas: 34 mikrosekund
RAZBIJANJE BYTE: 21 bajtov, N = 10, K = 5, cas: 612 mikrosekund
REKONSTRUKCIJA BYTE: 21 bajtov, N = 10, K = 5, cas: 253 mikrosekund
RAZBIJANJE BIGINT: 21 bajtov, N = 20, K = 3, cas: 42 mikrosekund
REKONSTRUKCIJA BIGINT: 21 bajtov, N = 20, K = 3, cas: 15 mikrosekund
RAZBIJANJE BYTE: 21 bajtov, N = 20, K = 3, cas: 750 mikrosekund
REKONSTRUKCIJA BYTE: 21 bajtov, N = 20, K = 3, cas: 104 mikrosekund
RAZBIJANJE BIGINT: 21 bajtov, N = 20, K = 5, cas: 65 mikrosekund
REKONSTRUKCIJA BIGINT: 21 bajtov, N = 20, K = 5, cas: 33 mikrosekund
RAZBIJANJE BYTE: 21 bajtov, N = 20, K = 5, cas: 1201 mikrosekund
REKONSTRUKCIJA BYTE: 21 bajtov, N = 20, K = 5, cas: 281 mikrosekund
RAZBIJANJE BIGINT: 21 bajtov, N = 20, K = 10, cas: 123 mikrosekund
REKONSTRUKCIJA BIGINT: 21 bajtov, N = 20, K = 10, cas: 102 mikrosekund
RAZBIJANJE BYTE: 21 bajtov, N = 20, K = 10, cas: 2266 mikrosekund
REKONSTRUKCIJA BYTE: 21 bajtov, N = 20, K = 10, cas: 892 mikrosekund
RAZBIJANJE BIGINT: 22 bajtov, N = 10, K = 3, cas: 26 mikrosekund
REKONSTRUKCIJA BIGINT: 22 bajtov, N = 10, K = 3, cas: 17 mikrosekund
RAZBIJANJE BYTE: 22 bajtov, N = 10, K = 3, cas: 441 mikrosekund
REKONSTRUKCIJA BYTE: 22 bajtov, N = 10, K = 3, cas: 107 mikrosekund
RAZBIJANJE BIGINT: 22 bajtov, N = 10, K = 5, cas: 43 mikrosekund
REKONSTRUKCIJA BIGINT: 22 bajtov, N = 10, K = 5, cas: 43 mikrosekund
RAZBIJANJE BYTE: 22 bajtov, N = 10, K = 5, cas: 750 mikrosekund
REKONSTRUKCIJA BYTE: 22 bajtov, N = 10, K = 5, cas: 306 mikrosekund
RAZBIJANJE BIGINT: 22 bajtov, N = 20, K = 3, cas: 41 mikrosekund
REKONSTRUKCIJA BIGINT: 22 bajtov, N = 20, K = 3, cas: 14 mikrosekund
RAZBIJANJE BYTE: 22 bajtov, N = 20, K = 3, cas: 751 mikrosekund
REKONSTRUKCIJA BYTE: 22 bajtov, N = 20, K = 3, cas: 97 mikrosekund
RAZBIJANJE BIGINT: 22 bajtov, N = 20, K = 5, cas: 64 mikrosekund
REKONSTRUKCIJA BIGINT: 22 bajtov, N = 20, K = 5, cas: 30 mikrosekund
RAZBIJANJE BYTE: 22 bajtov, N = 20, K = 5, cas: 1121 mikrosekund
REKONSTRUKCIJA BYTE: 22 bajtov, N = 20, K = 5, cas: 250 mikrosekund
RAZBIJANJE BIGINT: 22 bajtov, N = 20, K = 10, cas: 118 mikrosekund
REKONSTRUKCIJA BIGINT: 22 bajtov, N = 20, K = 10, cas: 108 mikrosekund
RAZBIJANJE BYTE: 22 bajtov, N = 20, K = 10, cas: 2315 mikrosekund
REKONSTRUKCIJA BYTE: 22 bajtov, N = 20, K = 10, cas: 922 mikrosekund
RAZBIJANJE BIGINT: 23 bajtov, N = 10, K = 3, cas: 26 mikrosekund
REKONSTRUKCIJA BIGINT: 23 bajtov, N = 10, K = 3, cas: 16 mikrosekund
RAZBIJANJE BYTE: 23 bajtov, N = 10, K = 3, cas: 447 mikrosekund
REKONSTRUKCIJA BYTE: 23 bajtov, N = 10, K = 3, cas: 106 mikrosekund
RAZBIJANJE BIGINT: 23 bajtov, N = 10, K = 5, cas: 34 mikrosekund
REKONSTRUKCIJA BIGINT: 23 bajtov, N = 10, K = 5, cas: 35 mikrosekund
RAZBIJANJE BYTE: 23 bajtov, N = 10, K = 5, cas: 705 mikrosekund
REKONSTRUKCIJA BYTE: 23 bajtov, N = 10, K = 5, cas: 283 mikrosekund
RAZBIJANJE BIGINT: 23 bajtov, N = 20, K = 3, cas: 51 mikrosekund
REKONSTRUKCIJA BIGINT: 23 bajtov, N = 20, K = 3, cas: 17 mikrosekund
RAZBIJANJE BYTE: 23 bajtov, N = 20, K = 3, cas: 987 mikrosekund
REKONSTRUKCIJA BYTE: 23 bajtov, N = 20, K = 3, cas: 132 mikrosekund
RAZBIJANJE BIGINT: 23 bajtov, N = 20, K = 5, cas: 73 mikrosekund
REKONSTRUKCIJA BIGINT: 23 bajtov, N = 20, K = 5, cas: 39 mikrosekund
RAZBIJANJE BYTE: 23 bajtov, N = 20, K = 5, cas: 1343 mikrosekund
REKONSTRUKCIJA BYTE: 23 bajtov, N = 20, K = 5, cas: 312 mikrosekund
RAZBIJANJE BIGINT: 23 bajtov, N = 20, K = 10, cas: 139 mikrosekund
REKONSTRUKCIJA BIGINT: 23 bajtov, N = 20, K = 10, cas: 135 mikrosekund
RAZBIJANJE BYTE: 23 bajtov, N = 20, K = 10, cas: 2973 mikrosekund
REKONSTRUKCIJA BYTE: 23 bajtov, N = 20, K = 10, cas: 1105 mikrosekund
RAZBIJANJE BIGINT: 24 bajtov, N = 10, K = 3, cas: 31 mikrosekund
REKONSTRUKCIJA BIGINT: 24 bajtov, N = 10, K = 3, cas: 23 mikrosekund
RAZBIJANJE BYTE: 24 bajtov, N = 10, K = 3, cas: 597 mikrosekund
REKONSTRUKCIJA BYTE: 24 bajtov, N = 10, K = 3, cas: 151 mikrosekund
RAZBIJANJE BIGINT: 24 bajtov, N = 10, K = 5, cas: 30 mikrosekund
REKONSTRUKCIJA BIGINT: 24 bajtov, N = 10, K = 5, cas: 35 mikrosekund
RAZBIJANJE BYTE: 24 bajtov, N = 10, K = 5, cas: 653 mikrosekund
REKONSTRUKCIJA BYTE: 24 bajtov, N = 10, K = 5, cas: 258 mikrosekund
RAZBIJANJE BIGINT: 24 bajtov, N = 20, K = 3, cas: 46 mikrosekund
REKONSTRUKCIJA BIGINT: 24 bajtov, N = 20, K = 3, cas: 18 mikrosekund
RAZBIJANJE BYTE: 24 bajtov, N = 20, K = 3, cas: 839 mikrosekund
REKONSTRUKCIJA BYTE: 24 bajtov, N = 20, K = 3, cas: 107 mikrosekund
RAZBIJANJE BIGINT: 24 bajtov, N = 20, K = 5, cas: 65 mikrosekund
REKONSTRUKCIJA BIGINT: 24 bajtov, N = 20, K = 5, cas: 39 mikrosekund
RAZBIJANJE BYTE: 24 bajtov, N = 20, K = 5, cas: 1374 mikrosekund
REKONSTRUKCIJA BYTE: 24 bajtov, N = 20, K = 5, cas: 330 mikrosekund
RAZBIJANJE BIGINT: 24 bajtov, N = 20, K = 10, cas: 153 mikrosekund
REKONSTRUKCIJA BIGINT: 24 bajtov, N = 20, K = 10, cas: 131 mikrosekund
RAZBIJANJE BYTE: 24 bajtov, N = 20, K = 10, cas: 2860 mikrosekund
REKONSTRUKCIJA BYTE: 24 bajtov, N = 20, K = 10, cas: 1047 mikrosekund


Moja implementacija algoritma za rekonstrukcijo se pri manjših vrednostih parametra K včasih zmoti samo za vrednosti ali dve, tudi pri velikih številih.
S povečevanjem parametra K se napake povečujejo. Večina napak pri rekonstrukciji se je začelo pri K>7. 
Velikost števila ni imelo bistvenega vpliva na pogostost napak, prav tako parameter N.

